timestamp,setup_id,setup_active,symbol,price,direction,score,trend_score,structure_score,entry_score,rr_score,distance_to_entry_zone,distance_penalty,raw_signal,raw_confidence,final_signal,final_confidence,signal,confidence,entry,stop_loss,take_profit,rr,reason,comment,notify,timeframe,atr_1h,atr_4h,atr_1d,price_position_1h,price_position_4h,price_position_1d,trend_ema_1h,trend_ema_4h,trend_ema_1d,trend_macd_1h,trend_macd_4h,trend_macd_1d
2026-06-23T14:47:18.428331+00:00,,,BTC/USDT,62515.9,NO TRADE,55%,,,,,,,NO TRADE,55%,NO TRADE,55%,NO TRADE,55%,62515.9,,,,Конфликт трендов на 1D (BULLISH MACD) и медвежьих EMA/MACD на 4h/1h. Цена в середине диапазона 20 свечей без явного пробоя. RSI <30 снижает уверенность в SHORT из-за риска отскока.,,,multi,420.6155607882056,802.8117204581444,2131.137773344715,21.33724125297679,15.778066753359393,41.43142077505721,BEARISH,BEARISH,BEARISH,BEARISH,BEARISH,BULLISH
2026-06-23T14:49:22.562900+00:00,,,ETH/USDT,1662.14,NO TRADE,55%,,,,,,,NO TRADE,55%,NO TRADE,55%,NO TRADE,55%,1662.14,,,,"Конфликт между медвежьим трендом на 1d/4h/1h и RSI около 30, снижающий уверенность в SHORT. Цена в середине диапазона 20 свечей на 1d без четкого пробоя границ.",,,multi,14.970047630908967,28.983732788237496,79.7873256750541,26.24288425047444,18.923193288867477,45.45190773248224,BEARISH,BEARISH,BEARISH,BEARISH,BEARISH,BULLISH
2026-06-23T14:50:59.213799+00:00,,,SOL/USDT,69.26,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,69.26,,,,"Конфликт трендов на 1d (BEARISH) и 4h (BULLISH), противоречие EMA и MACD на 1h, цена в нижней части диапазона без четкого согласованного сигнала.",,,multi,0.7250474572653376,1.5051319551958178,3.8457976418412074,22.916666666666856,16.058394160584047,57.29492798998126,BEARISH,BULLISH,BEARISH,BEARISH,BEARISH,BULLISH
2026-06-23T15:41:00.207705+00:00,,,BTC/USDT,62349.4,NO TRADE,55%,,,,,,,NO TRADE,55%,NO TRADE,55%,NO TRADE,55%,62349.4,,,,"Конфликт трендов на 1d (MACD BULLISH vs EMA BEARISH), RSI в зоне перепроданности снижает уверенность в SHORT, цена близка к нижней границе диапазона, но сигналы не согласованы.",,,multi,415.4215929770676,802.8117204581444,2131.137773344715,15.237222934603462,11.264629388816733,39.39282698873024,BEARISH,BEARISH,BEARISH,BEARISH,BEARISH,BULLISH
2026-06-23T15:42:41.239798+00:00,,,ETH/USDT,1655.86,NO TRADE,55%,,,,,,,NO TRADE,55%,NO TRADE,55%,NO TRADE,55%,1655.86,,,,"Конфликт трендов на 1d и 1h, RSI14 на 1h в зоне перепроданности снижает уверенность в SHORT, но медвежий тренд на старших таймфреймах противоречит возможному LONG.",,,multi,14.760045187656017,28.983732788237496,79.7873256750541,20.284629981024537,14.742487794815407,43.68779921659659,BEARISH,BEARISH,BEARISH,BEARISH,BEARISH,BULLISH
2026-06-23T15:43:55.624524+00:00,,,SOL/USDT,68.7,NO TRADE,55%,,,,,,,NO TRADE,55%,NO TRADE,55%,NO TRADE,55%,68.7,,,,"Конфликт трендов на 1d (BEARISH) и 4h (BULLISH), противоречие EMA и MACD на 4h, цена в середине диапазона 20 свечей без четкого согласованного сигнала.",,,multi,0.7218298189694596,1.5122748123386756,3.8457976418412074,11.250000000000137,7.883211678832199,53.788353162179114,BEARISH,BULLISH,BEARISH,BEARISH,BEARISH,BULLISH
2026-06-23T16:52:08.365163+00:00,,,BTC/USDT,62544.3,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,62544.3,,,,"Конфликт трендов (медвежий на 1h/4h, бычий на 1d), RSI не подтверждает SHORT, цена в середине диапазона без явного пробоя.",,,multi,415.0914943991699,774.8108639328823,2131.137773344715,23.981154299175614,16.54746423927187,41.77893616240228,BEARISH,BEARISH,BEARISH,BEARISH,BEARISH,BULLISH
2026-06-23T16:53:58.320831+00:00,,,ETH/USDT,1660.46,NO TRADE,55%,,,,,,,NO TRADE,55%,NO TRADE,55%,NO TRADE,55%,1660.46,,,,"Конфликт между медвежьим трендом (EMA/MACD) и RSI14 (ниже 30, указывающий на риск отскока). Тренировочные уровни не согласованы, RSI14 снижает уверенность в SHORT.",,,multi,14.897951216231634,28.07846546406095,79.7873256750541,25.220852344432597,17.823007632538033,44.987668649354454,BEARISH,BEARISH,BEARISH,BEARISH,BEARISH,BULLISH
2026-06-23T16:55:04.859629+00:00,,,SOL/USDT,68.9,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,68.9,,,,"Конфликт трендов на 1d и 4h, цена у нижней границы диапазона без согласованного сигнала.",,,multi,0.7224644584328531,1.456449054645507,3.8457976418412074,15.448851774530443,10.656934306569388,54.978083907326244,BEARISH,BULLISH,BEARISH,BEARISH,BEARISH,BULLISH
2026-06-23T19:05:57.728459+00:00,,,BTC/USDT,0.0,NO TRADE,0%,,,,,,,NO TRADE,0%,NO TRADE,0%,NO TRADE,0%,0.0,,,,"Ошибка анализа BTC/USDT: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=11434): Failed to establish a new connection: [Errno 61] Connection refused""))",,,multi,,,,,,,,,,,,
2026-06-23T19:05:58.803439+00:00,,,ETH/USDT,0.0,NO TRADE,0%,,,,,,,NO TRADE,0%,NO TRADE,0%,NO TRADE,0%,0.0,,,,"Ошибка анализа ETH/USDT: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=11434): Failed to establish a new connection: [Errno 61] Connection refused""))",,,multi,,,,,,,,,,,,
2026-06-23T19:05:59.802304+00:00,,,SOL/USDT,0.0,NO TRADE,0%,,,,,,,NO TRADE,0%,NO TRADE,0%,NO TRADE,0%,0.0,,,,"Ошибка анализа SOL/USDT: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError(""HTTPConnection(host='localhost', port=11434): Failed to establish a new connection: [Errno 61] Connection refused""))",,,multi,,,,,,,,,,,,
2026-06-23T19:09:03.241815+00:00,,,BTC/USDT,62388.8,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,62388.8,,,,"Конфликтующие тренды на 1d и 1h, слабый сигнал из-за противоречивых индикаторов и низкой уверенности в направлении.",,,multi,390.93990618781703,797.468006790025,2131.137773344715,19.45144614858818,12.334742089293544,39.87616705211509,BEARISH,BEARISH,BEARISH,BEARISH,BEARISH,BULLISH
2026-06-23T19:10:31.867241+00:00,,,ETH/USDT,1658.45,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,1658.45,,,,"Конфликт трендов на 1d и 4h, RSI не подтверждает сильный медвежий сигнал, цена в середине диапазона без четкого направления.",,,multi,13.782829906079158,28.65632260691809,79.7873256750541,23.53229923424313,16.482156363886418,44.42187726679243,BEARISH,BEARISH,BEARISH,BEARISH,BEARISH,BULLISH
2026-06-23T19:12:19.453662+00:00,,,BTC/USDT,62321.9,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,62321.9,,,,"Конфликт трендов на 1d (MACD Histogram положительный) и медвежий тренд на 4h/1h. Цена в середине диапазона 20 свечей на 1d, RSI близок к 30, но не подтверждает сильный SHORT. Высокий ATR14 усиливает риск.",,,multi,390.93990618781703,797.468006790025,2131.137773344715,16.59332678258649,10.522323363675817,39.05754805868605,BEARISH,BEARISH,BEARISH,BEARISH,BEARISH,BULLISH
2026-06-23T19:14:05.511805+00:00,,,ETH/USDT,1659.88,NO TRADE,55%,,,,,,,NO TRADE,55%,NO TRADE,55%,NO TRADE,55%,1659.88,,,,"Конфликт трендов на 1h (BULLISH MACD) и медвежьих EMA/MACD на 4h/1d. Цена в середине диапазона 20 свечей, но RSI не подтверждает сильный сигнал. Рекомендуется избегать входа из-за несогласованных таймфреймов.",,,multi,13.782829906079158,28.65632260691809,79.7873256750541,24.936186923228075,17.465447294230955,44.836790947337924,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T19:15:13.732872+00:00,,,SOL/USDT,68.91,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,68.91,,,,"Конфликт трендов на 1d, 4h и 1h. Цена в середине диапазона без четкого пробоя. RSI не подтверждает сильный сигнал.",,,multi,0.6540030621744305,1.4678776260740791,3.8457976418412074,19.329896907216444,10.948905109489038,55.10331872260487,BEARISH,BULLISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T20:07:50.301034+00:00,,,BTC/USDT,62464.2,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,62464.2,,,,"Конфликт трендов на 1d (медвежий) и 1h (бычий), противоречие между EMA Trend и MACD Trend на 1h, цена в середине диапазона без явного пробоя.",,,multi,377.4543922052832,751.0845834792157,2131.137773344715,22.672704746443276,14.377438231469371,40.79757228687148,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T20:09:33.897400+00:00,,,ETH/USDT,1666.5,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,1666.5,,,,"Конфликт трендов между 1d/4h и 1h, слабая поддержка SHORT из-за RSI и отсутствие пробоя ключевых уровней.",,,multi,13.313801365834738,26.982299293581047,79.7873256750541,31.435303357549593,22.01746544729421,46.75758015377921,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T20:11:03.691354+00:00,,,SOL/USDT,69.04,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,69.04,,,,"Конфликт трендов на всех таймфреймах (EMA и MACD противоречат), цена в середине диапазона 1d и близко к нижней границе на 1h/4h без согласованного сигнала.",,,multi,0.6315742841284596,1.37802921994705,3.8457976418412074,22.680412371134214,12.846715328467278,55.91734502191614,BEARISH,BULLISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T20:16:53.818172+00:00,,,BTC/USDT,62460.8,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,62460.8,,,,"Конфликт трендов на 1d (BEARISH) и 1h (BULLISH), слабая согласованность между EMA и MACD, цена в середине диапазона без явного пробоя.",,,multi,377.4543922052832,751.0845834792157,2131.137773344715,22.527449053702036,14.28532726484621,40.75719197777862,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T20:18:44.414379+00:00,,,ETH/USDT,1664.35,NO TRADE,55%,,,,,,,NO TRADE,55%,NO TRADE,55%,NO TRADE,55%,1664.35,,,,"Конфликт трендов на 1h (BULLISH MACD) и 1d/4h (BEARISH EMA/MACD), цена в середине диапазона без явного пробоя.",,,multi,13.313801365834738,26.982299293581047,79.7873256750541,29.324563125858944,20.53909097160137,46.13375888582619,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T20:20:08.586793+00:00,,,SOL/USDT,68.95,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,68.95,,,,"Конфликт трендов на 1d, 4h и 1h, цена в середине диапазона без четкого пробоя, RSI не подтверждает сильный сигнал.",,,multi,0.6322885698427446,1.378743505661335,3.8457976418412074,20.360824742268154,11.532846715328544,55.3537883531622,BEARISH,BULLISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T21:12:31.529561+00:00,,,BTC/USDT,62512.9,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,62512.9,,,,"Конфликт трендов на 1d (медвежий) и 1h (бычий), цена в середине диапазона без четкого пробоя, RSI не подтверждает перепроданность.",,,multi,361.69284167396734,757.5560120506447,2131.137773344715,24.76915184678532,15.6967923710447,41.40450056899521,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T21:14:16.682252+00:00,,,ETH/USDT,1665.43,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,1665.43,,,,"Конфликт трендов на 1h (MACD бычий, EMA медвежий) и отсутствие пробоя ключевых уровней.",,,multi,12.769037628286858,27.088013579295335,79.7873256750541,30.811348929815864,21.281716289623894,46.4471202669375,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T21:16:01.748134+00:00,,,SOL/USDT,69.11,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,69.11,,,,"Конфликт трендов на 1d, 4h и 1h. EMA и MACD противоречат друг другу. Цена в середине диапазона без четкого пробоя. Низкая уверенность из-за несогласованных сигналов.",,,multi,0.6035026040463293,1.3894577913756212,3.8457976418412074,24.48453608247424,13.868613138686156,56.355666875391364,BEARISH,BULLISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T21:21:50.728709+00:00,,,BTC/USDT,62482.3,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,62482.3,,,,"Конфликт трендов на 1d (медвежий) и 1h (бычий), слабый сигнал из-за противоречий между EMA и MACD, цена в середине диапазона без четкого направления.",,,multi,361.69284167396734,757.5560120506447,2131.137773344715,23.46101231190166,14.867793671434853,41.02027580974758,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T21:23:32.638319+00:00,,,ETH/USDT,1665.18,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,1665.18,,,,"Конфликт трендов на 1d (медвежий) и 1h (бычий), RSI не подтверждает сильный тренд, цена в середине диапазона без явного пробоя.",,,multi,12.769037628286858,27.088013579295335,79.7873256750541,30.562468889995053,21.10981228082241,46.37458291019879,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T21:25:07.577546+00:00,,,SOL/USDT,69.15,NO TRADE,40%,,,,,,,NO TRADE,40%,NO TRADE,40%,NO TRADE,40%,69.15,,,,"Конфликт трендов на 1d, 4h и 1h. Цена в середине диапазона 20 свечей на 1d, близко к нижней границе на 4h, но без согласованных сигналов EMA и MACD. Низкая уверенность из-за противоречий между индикаторами.",,,multi,0.6056454611891865,1.3916006485184784,3.8457976418412074,25.515463917525942,14.452554744525662,56.6061365059487,BEARISH,BULLISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T22:18:08.158324+00:00,,,BTC/USDT,62729.6,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,62729.6,,,,Конфликт трендов на 1h (BULLISH MACD vs BEARISH EMA) и несогласованность с долгосрочными таймфреймами. Цена в середине диапазона 20 свечей без четкого тренда.,,,multi,351.69080143975356,768.8131549077874,2131.137773344715,35.08130260432722,21.567511920242715,44.04635170025571,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T22:19:38.077041+00:00,,,ETH/USDT,1672.61,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,1672.61,,,,"Конфликт трендов на 1d/4h и 1h, цена в середине диапазона без четкого пробоя, ATR высокий, RSI нейтральный.",,,multi,12.38849438083837,27.46372786500962,79.7873256750541,38.659637027273575,26.21879942240244,48.53039315247351,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T22:20:47.957293+00:00,,,SOL/USDT,69.72,NO TRADE,40%,,,,,,,NO TRADE,40%,NO TRADE,40%,NO TRADE,40%,69.72,,,,"Конфликт трендов на всех таймфреймах, цена в середине диапазона без четкого направления.",,,multi,0.6091197710891174,1.4337435056613348,3.8457976418412074,40.41450777202079,22.773722627737232,60.17532874139011,BEARISH,BULLISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T22:26:42.634695+00:00,,,BTC/USDT,62585.5,NO TRADE,40%,,,,,,,NO TRADE,40%,NO TRADE,40%,NO TRADE,40%,62585.5,,,,"Конфликт трендов на 1d (медвежий) и 1h (бычий), цена в середине диапазона без четкого пробоя, RSI не подтверждает перекупленность/перепроданность, ATR высокий.",,,multi,353.9336585826108,768.9988691935016,2131.137773344715,28.731326840876005,17.663632423060267,42.28307820319859,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T22:28:26.522091+00:00,,,ETH/USDT,1664.11,NO TRADE,40%,,,,,,,NO TRADE,40%,NO TRADE,40%,NO TRADE,40%,1664.11,,,,"Конфликт трендов на 1d (BEARISH) и 1h (BULLISH), неясная структура рынка и цена в середине диапазона 20 свечей.",,,multi,12.556351523695524,27.46372786500962,79.7873256750541,30.041569502179783,20.37406312315194,46.06412302335701,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T22:29:56.114201+00:00,,,SOL/USDT,69.39,NO TRADE,40%,,,,,,,NO TRADE,40%,NO TRADE,40%,NO TRADE,40%,69.39,,,,"Конфликт трендов на разных таймфреймах (1d BEARISH, 4h BULLISH, 1h BEARISH), цена в середине диапазона 20 свечей на 1d и близко к нижней границе на 4h/1h, отсутствие согласованного сигнала.",,,multi,0.6091197710891174,1.4337435056613348,3.8457976418412074,31.86528497409337,17.95620437956208,58.108954289292434,BEARISH,BULLISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T23:22:44.844578+00:00,,,BTC/USDT,62564.8,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,62564.8,,,,"Конфликт трендов на 1h (MACD бычий, EMA медвежий) и медвежий тренд на 1d/4h. Цена в середине диапазона 20 свечей на 1d, RSI ниже 30, но не подтверждает сильный SHORT. Низкая уверенность из-за противоречий.",,,multi,340.0419432252711,768.9988691935016,2131.137773344715,29.233618893262463,17.102839185088953,42.02978353707037,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T23:24:09.778302+00:00,,,ETH/USDT,1664.01,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,1664.01,,,,"Конфликт трендов на 1h (MACD BULLISH vs EMA BEARISH) и неясный общий тренд. Цена в нижней части диапазона, но без согласованных сигналов.",,,multi,12.04028422886134,27.52872786500961,79.7873256750541,30.50619834710742,20.30530151963141,46.03510808066155,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T23:25:30.353720+00:00,,,SOL/USDT,69.53,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,69.53,,,,"Конфликт трендов на всех таймфреймах (EMA и MACD противоречат друг другу), цена в середине диапазона без четкого направления, низкая уверенность из-за несогласованных сигналов.",,,multi,0.5834683117999683,1.4337435056613348,3.8457976418412074,35.49222797927473,20.000000000000043,58.985597996242966,BEARISH,BULLISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T23:31:35.495386+00:00,,,BTC/USDT,62662.7,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,62662.7,,,,"Конфликт трендов на 1d (медвежий) и 1h (бычий), слабая согласованность индикаторов, цена в середине диапазона без четкого сигнала.",,,multi,345.14908608241393,768.9988691935016,2131.137773344715,33.76707571197023,19.75509319462499,43.227732706826664,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T23:33:08.894307+00:00,,,ETH/USDT,1663.55,NO TRADE,40%,,,,,,,NO TRADE,40%,NO TRADE,40%,NO TRADE,40%,1663.55,,,,"Конфликт трендов между 1d (BEARISH) и 1h (BULLISH), цена в середине диапазона 20 свечей без четкого пробоя, RSI14 не указывает на перекупленность/перепроданность, MACD и EMA Trend противоречат на 1h.",,,multi,12.118141371718494,27.52872786500961,79.7873256750541,30.03099173553714,19.988998143436653,45.90163934426229,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-23T23:34:32.681962+00:00,,,SOL/USDT,69.56,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,69.56,,,,"Конфликт трендов на 1d, 4h и 1h. EMA и MACD противоречат друг другу. Цена в середине диапазона 20 свечей без явного тренда.",,,multi,0.5870397403713967,1.4337435056613348,3.8457976418412074,36.26943005181362,20.43795620437962,59.17345021916095,BEARISH,BULLISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-24T00:26:54.858999+00:00,,,BTC/USDT,62834.2,NO TRADE,40%,,,,,,,NO TRADE,40%,NO TRADE,40%,NO TRADE,40%,62834.2,,,,"Конфликт трендов на разных таймфреймах, цена в середине диапазона без явного пробоя, слабые сигналы RSI и MACD.",,,multi,342.08742768628844,729.7790324917377,1993.0638074803865,50.14195847018848,24.401278716948358,45.326285133927975,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-24T00:28:47.095798+00:00,,,ETH/USDT,1669.7,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,1669.7,,,,"Конфликт трендов на 1h (бычий MACD vs медвежий EMA) и неопределенность в цене (середина диапазона 20 свечей) снижают уверенность. Тренды 1d и 4h медвежьи, но отсутствие четкого пробоя границ диапазона и противоречивые сигналы на 1h делают вход рискованным.",,,multi,11.970978654821097,26.037390174370795,74.56324015496502,40.501379944802224,24.2247129203053,47.6889598143044,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-24T00:30:03.381369+00:00,,,SOL/USDT,69.81,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,69.81,,,,"Конфликт трендов на 1d и 1h, цена в середине диапазона без четкого пробоя, RSI не подтверждает сильный сигнал.",,,multi,0.5869450398723682,1.359904657503719,3.599669656572309,48.24561403508786,24.087591240875966,60.738885410144036,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-24T00:36:06.831955+00:00,,,BTC/USDT,62809.4,NO TRADE,45%,,,,,,,NO TRADE,45%,NO TRADE,45%,NO TRADE,45%,62809.4,,,,Конфликт трендов между 1h (BULLISH MACD) и 1d/4h (BEARISH EMA/MACD). Цена в середине диапазона без четкого направления.,,,multi,342.08742768628844,729.7790324917377,1993.0638074803865,48.76134276011802,23.729410489813667,45.022820992866144,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
2026-06-24T00:37:36.222993+00:00,,,ETH/USDT,1670.13,NO TRADE,55%,,,,,,,NO TRADE,55%,NO TRADE,55%,NO TRADE,55%,1670.13,,,,"Конфликт трендов на 1h и нечеткий тренд на 1d, RSI не подтверждает сильный SHORT, цена в середине диапазона без согласованного сигнала.",,,multi,11.970978654821097,26.037390174370795,74.56324015496502,40.99586016559346,24.51351165509185,47.83113303351229,BEARISH,BEARISH,BEARISH,BULLISH,BEARISH,BULLISH
